team_id,team_name,fifa_code,confederation,matches_played,wins,draws,losses,goals_for,goals_against,goal_difference,avg_goals_for,avg_goals_against,win_rate,points
150,Paraguay,PAR,CONMEBOL,81,23,27,31,75,95,-20,0.9259259259259259,1.1728395061728396,0.2839506172839506,96
59,Dominica,DMA,CONCACAF,36,10,8,18,38,66,-28,1.0555555555555556,1.8333333333333333,0.2777777777777778,38
160,Rwanda,RWA,CAF,55,15,17,23,51,54,-3,0.9272727272727272,0.9818181818181818,0.2727272727272727,62
118,Malawi,MWI,CAF,77,21,23,33,63,89,-26,0.8181818181818182,1.155844155844156,0.2727272727272727,86
102,Korea DPR,PRK,AFC,37,10,9,18,43,64,-21,1.162162162162162,1.7297297297297298,0.2702702702702703,39
27,Botswana,BOT,CAF,63,17,13,33,46,77,-31,0.7301587301587301,1.2222222222222223,0.2698412698412698,64
91,Iceland,ISL,UEFA,97,26,24,47,118,166,-48,1.2164948453608246,1.711340206185567,0.26804123711340205,102
38,Cayman Islands,CAY,CONCACAF,34,9,7,18,32,77,-45,0.9411764705882353,2.264705882352941,0.2647058823529412,34
134,Nepal,NEP,AFC,65,17,13,35,48,113,-65,0.7384615384615385,1.7384615384615385,0.26153846153846155,64
10,Armenia,ARM,UEFA,77,20,16,41,90,163,-73,1.1688311688311688,2.116883116883117,0.2597402597402597,76
